full_name,text,label,confidence,reason,label_id
ixartz/SaaS-Boilerplate,"Repository named 'SaaS-Boilerplate' in TypeScript with high popularity (7131 stars, 1309 forks). Maintained by a team of 10 contributors, 169 total commits (16.9 per contributor). 18 releases, 3 open issues. It has CI/CD workflows, has a README of 31734 characters, 20 topics, and is licensed. The project is 2.2 years old and currently active (last push 7 days ago).",lead,0.95,"High popularity, large team, sustained activity, good documentation, and robust CI/CD workflows.",3
wdhunter645/next-starter-template,"Repository named 'next-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 1449 total commits (483.0 per contributor). 12 releases, 91 open issues. It has CI/CD workflows, has a README of 1631 characters, 1 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, has CI/CD, and is actively maintained by a small team.",4
HELPMEEADICE/BANDORI-PET-REV,"Repository named 'BANDORI-PET-REV' in Python with moderate popularity (229 stars, 18 forks). Maintained by a small team of 5 contributors, 443 total commits (88.6 per contributor). 29 releases, 0 open issues. It lacks CI/CD workflows, has a README of 9573 characters, no topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago).",senior,0.8,"Moderate popularity, multiple contributors, sustained activity, and a well-maintained README, but lacks CI/CD workflows.",2
huggingface/peft,"Repository named 'peft' in Python with very high popularity (21203 stars, 2311 forks). Maintained by a large community of 294 contributors, 1711 total commits (5.8 per contributor). 32 releases, 49 open issues. It has CI/CD workflows, has a README of 12208 characters, 10 topics, and is licensed. The project is 3.5 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
mwandobo/spring-boot-starter-template,"Repository named 'spring-boot-starter-template' in Java with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 118 total commits (118.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.8 years old and currently active (last push 0 days ago).",template,0.9,"Repository name suggests a template, lack of popularity, and minimal structure.",4
kateroulstonmcclure-rgb/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
AEM001/Edge-Cloud-Speculative-Decoding,"Repository named 'Edge-Cloud-Speculative-Decoding' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 101 total commits (101.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1954 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.7,"Limited practices, little CI/CD, modest documentation, and a single contributor with a moderate number of commits.",1
Significant-Gravitas/AutoGPT,"Repository named 'AutoGPT' in Python with very high popularity (184643 stars, 46208 forks). Maintained by a large community of 429 contributors, 8637 total commits (20.1 per contributor). 106 releases, 429 open issues. It has CI/CD workflows, has a README of 11725 characters, 11 topics, and is licensed. The project is 3.2 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, broad community, and high-quality documentation.",3
onnx/onnx,"Repository named 'onnx' in Python with very high popularity (20905 stars, 3934 forks). Maintained by a large community of 355 contributors, 3780 total commits (10.6 per contributor). 37 releases, 264 open issues. It has CI/CD workflows, has a README of 7871 characters, 13 topics, and is licensed. The project is 8.7 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
openaddresses/openaddresses,"Repository named 'openaddresses' in Python with high popularity (3178 stars, 876 forks). Maintained by a large community of 190 contributors, 14023 total commits (73.8 per contributor). 0 releases, 427 open issues. It lacks CI/CD workflows, has a README of 5018 characters, 4 topics, and is licensed. The project is 12.3 years old and currently active (last push 0 days ago).",lead,0.9,"large, mature, multi-contributor, many open issues, broad community, high popularity, and sustained activity",3
allaboutduncan/clu-comics,"Repository named 'clu-comics' in Python with moderate popularity (230 stars, 9 forks). Maintained by a team of 8 contributors, 744 total commits (93.0 per contributor). 50 releases, 11 open issues. It has CI/CD workflows, has a README of 5947 characters, 6 topics, and is licensed. The project is 1.4 years old and currently active (last push 0 days ago).",senior,0.9,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and a large number of releases.",2
jigarmail705-debug/react-router-starter-template,"Repository named 'react-router-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2834 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'react-router-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or boilerplate project.",4
xian-technology/xian-abci,"Repository named 'xian-abci' in Python with almost no popularity (0 stars, 0 forks). Maintained by a team of 18 contributors, 1309 total commits (72.7 per contributor). 10 releases, 0 open issues. It has CI/CD workflows, has a README of 5441 characters, 6 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago).",senior,0.9,"Large team, sustained activity, good CI/CD practices, comprehensive README, and multiple releases.",2
aws-actions/vulnerability-scan-github-action-for-amazon-inspector,"Repository named 'vulnerability-scan-github-action-for-amazon-inspector' in Python with low popularity (57 stars, 14 forks). Maintained by a team of 7 contributors, 270 total commits (38.6 per contributor). 13 releases, 6 open issues. It has CI/CD workflows, has a README of 27133 characters, 6 topics, and is licensed. The project is 2.4 years old and currently active (last push 0 days ago).",senior,0.8,"Well-maintained, multi-contributor, good documentation, CI/CD, and regular releases, but relatively low popularity.",2
marcoturi/fastify-boilerplate,"Repository named 'fastify-boilerplate' in TypeScript with moderate popularity (447 stars, 50 forks). Maintained by a small team of 3 contributors, 1265 total commits (421.7 per contributor). 253 releases, 10 open issues. It has CI/CD workflows, has a README of 20825 characters, 18 topics, and is licensed. The project is 2.0 years old and currently active (last push 0 days ago).",lead,0.9,"large, mature, multi-contributor, many releases, broad community, and sustained activity",3
gofiber/boilerplate,"Repository named 'boilerplate' in Go with moderate popularity (502 stars, 85 forks). Maintained by a team of 20 contributors, 331 total commits (16.6 per contributor). 9 releases, 1 open issues. It has CI/CD workflows, has a README of 1528 characters, 2 topics, and is licensed. The project is 6.2 years old and currently active (last push 0 days ago).",template,0.9,"High number of contributors, moderate popularity, and presence of CI/CD workflows suggest a reusable template or boilerplate project.",4
drviniciusmariano/Projeto-Ponteiro,"Repository named 'Projeto-Ponteiro' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 344 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, no CI/CD, tiny README, single author, very few commits, and lack of popularity.",0
lucidrains/vit-pytorch,"Repository named 'vit-pytorch' in Python with very high popularity (25228 stars, 3489 forks). Maintained by a team of 26 contributors, 399 total commits (15.3 per contributor). 251 releases, 141 open issues. It lacks CI/CD workflows, has a README of 75527 characters, 5 topics, and is licensed. The project is 5.7 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, many releases, broad community, and sustained activity, but lacks CI/CD workflows.",3
RedHatQuickCourses/course-starter-template,"Repository named 'course-starter-template' in CSS with almost no popularity (1 stars, 4 forks). Maintained by a small team of 2 contributors, 34 total commits (17.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 2018 characters, 2 topics, and is no license. The project is 1.8 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, has CI/CD, but lacks popularity and releases.",4
mathews0x0/datalogger-v2,"Repository named 'datalogger-v2' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 188 total commits (188.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1355 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago).",junior,0.7,"Limited practices, little CI/CD, modest documentation, and a single contributor with a moderate commit rate.",1
yieldchaser/Nat-Gas-ETFs,"Repository named 'Nat-Gas-ETFs' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 1164 total commits (388.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 46769 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",junior,0.7,"CI/CD workflows and active maintenance suggest some level of engineering maturity, but lack of popularity, releases, and documentation (e.g., topics, license) indicate a relatively simple project.",1
lucivpav/cwg,"Repository named 'cwg' in Python with low popularity (92 stars, 36 forks). Maintained by a small team of 3 contributors, 99 total commits (33.0 per contributor). 0 releases, 32 open issues. It lacks CI/CD workflows, has a README of 1654 characters, 5 topics, and is licensed. The project is 8.7 years old and currently active (last push 0 days ago).",junior,0.7,"Limited CI/CD practices, modest documentation, and a small team with low popularity, but sustained activity and a licensed project.",1
nix-community/NUR,"Repository named 'NUR' in Python with high popularity (1857 stars, 498 forks). Maintained by a large community of 442 contributors, 43426 total commits (98.2 per contributor). 0 releases, 48 open issues. It has CI/CD workflows, has a README of 16720 characters, 4 topics, and is licensed. The project is 8.2 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, CI/CD, good documentation, and active maintenance.",3
choisohyun/react-vite-ts-boilerplate,"Repository named 'react-vite-ts-boilerplate' in TypeScript with moderate popularity (125 stars, 14 forks). Maintained by a small team of 3 contributors, 293 total commits (97.7 per contributor). 6 releases, 16 open issues. It has CI/CD workflows, has a README of 3320 characters, 10 topics, and is no license. The project is 4.3 years old and currently active (last push 1 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and moderate popularity indicate a mature and well-engineered project.",2
DreamCo-Technologies/Dreamcobots,"Repository named 'Dreamcobots' in Python with almost no popularity (2 stars, 0 forks). Maintained by a small team of 5 contributors, 27764 total commits (5552.8 per contributor). 0 releases, 70 open issues. It has CI/CD workflows, has a README of 2372 characters, no topics, and is licensed. The project is 0.9 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and a well-maintained README indicate a high level of engineering maturity.",2
lacriwo/verba_feed,"Repository named 'verba_feed' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 240 total commits (120.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.7,"Limited documentation, no README, and lack of popularity, but has CI/CD workflows and sustained activity.",1
vyancharuk/nodejs-api-boilerplate,"Repository named 'nodejs-api-boilerplate' in TypeScript with moderate popularity (161 stars, 18 forks). Maintained by a small team of 2 contributors, 92 total commits (46.0 per contributor). 0 releases, 5 open issues. It lacks CI/CD workflows, has a README of 8227 characters, 12 topics, and is licensed. The project is 6.1 years old and currently active (last push 6 days ago).",template,0.8,"Moderate popularity, boilerplate name, and reusable structure suggest a template repository, despite lack of CI/CD and releases.",4
nathancusick-arch/dunelm,"Repository named 'dunelm' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 35 total commits (35.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.5 years old and currently active (last push 0 days ago).",junior,0.7,"Limited practices (no README, no topics, no license), but has CI/CD workflows and is actively maintained.",1
airbytehq/airbyte,"Repository named 'airbyte' in Python with very high popularity (21351 stars, 5191 forks). Maintained by a large community of 378 contributors, 46669 total commits (123.5 per contributor). 419 releases, 2059 open issues. It has CI/CD workflows, has a README of 8659 characters, 20 topics, and is licensed. The project is 5.8 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
gitrecon1455/fresh-proxy-list,"Repository named 'fresh-proxy-list' in Python with moderate popularity (103 stars, 16 forks). Maintained by a single contributor, 55437 total commits (55437.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 219 characters, 20 topics, and is licensed. The project is 2.2 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, moderate popularity, sustained activity, and good documentation suggest a mature project, but lack of releases and single contributor are minor drawbacks.",2
ansible/ansible,"Repository named 'ansible' in Python with very high popularity (68714 stars, 24148 forks). Maintained by a large community of 373 contributors, 55456 total commits (148.7 per contributor). 232 releases, 800 open issues. It lacks CI/CD workflows, has a README of 6060 characters, 2 topics, and is licensed. The project is 14.2 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, many releases, and good documentation.",3
nachorodriguezpirotta-tech/asistente-revolv,"Repository named 'asistente-revolv' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3628 total commits (3628.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2391 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, high commit frequency, and active maintenance suggest a mature project, but lack of popularity, releases, and documentation (e.g., topics, license) prevent it from being classified as 'lead'.",2
johnjhusband/OpenHarness,"Repository named 'OpenHarness' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2291 total commits (2291.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2127 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",low_value,0.8,"Repository has almost no popularity, lacks CI/CD, and has no clear license or structure.",5
Checkora/Checkora,"Repository named 'Checkora' in Python with moderate popularity (120 stars, 418 forks). Maintained by a large community of 97 contributors, 974 total commits (10.0 per contributor). 0 releases, 409 open issues. It has CI/CD workflows, has a README of 43187 characters, no topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",lead,0.9,"Large community, sustained activity, CI/CD, good documentation, but lacks releases and has many open issues.",3
Mill3/mill3-wp-theme-boilerplate,"Repository named 'mill3-wp-theme-boilerplate' in JavaScript with low popularity (28 stars, 5 forks). Maintained by a small team of 3 contributors, 970 total commits (323.3 per contributor). 0 releases, 3 open issues. It lacks CI/CD workflows, has a README of 4163 characters, no topics, and is licensed. The project is 5.4 years old and currently active (last push 0 days ago).",template,0.8,"boilerplate theme, reusable value, maintained by a small team, active and licensed",4
chonkie-inc/chonkie,"Repository named 'chonkie' in Python with high popularity (4111 stars, 275 forks). Maintained by a team of 37 contributors, 2118 total commits (57.2 per contributor). 43 releases, 32 open issues. It has CI/CD workflows, has a README of 18924 characters, 11 topics, and is licensed. The project is 1.2 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, frequent commits, CI/CD, good documentation, and sustained activity.",3
msanvarov/nest-rest-typeorm-boilerplate,"Repository named 'nest-rest-typeorm-boilerplate' in TypeScript with moderate popularity (154 stars, 29 forks). Maintained by a small team of 3 contributors, 1152 total commits (384.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 8343 characters, 10 topics, and is licensed. The project is 6.7 years old and currently active (last push 7 days ago).",senior,0.8,"CI/CD workflows, moderate popularity, multiple contributors, good documentation, and sustained activity over 6 years.",2
crossdaz/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
aws-samples/amazon-transcribe-live-meeting-assistant,"Repository named 'amazon-transcribe-live-meeting-assistant' in Python with moderate popularity (151 stars, 51 forks). Maintained by a team of 18 contributors, 1896 total commits (105.3 per contributor). 45 releases, 40 open issues. It lacks CI/CD workflows, has a README of 5971 characters, 8 topics, and is licensed. The project is 2.1 years old and currently active (last push 0 days ago).",senior,0.85,"Large team, moderate popularity, sustained activity, good documentation, and a clear license, but lacks CI/CD workflows.",2
gambiarras/legal-iptv,"Repository named 'legal-iptv' in Python with low popularity (76 stars, 5 forks). Maintained by a small team of 2 contributors, 17634 total commits (8817.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 3.4 years old and currently active (last push 0 days ago).",low_value,0.8,"low popularity, lack of CI/CD, no README, no license, and no releases",5
jtorreslopz/Animal_Classification,"Repository named 'Animal_Classification' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 15 total commits (15.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4923 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",junior,0.8,"Limited practices, little/no CI/tests, modest docs, and single contributor with a moderate number of commits.",1
vndevteam/nestjs-boilerplate,"Repository named 'nestjs-boilerplate' in TypeScript with moderate popularity (300 stars, 81 forks). Maintained by a small team of 5 contributors, 245 total commits (49.0 per contributor). 15 releases, 26 open issues. It has CI/CD workflows, has a README of 5348 characters, 20 topics, and is licensed. The project is 2.0 years old and currently active (last push 0 days ago).",senior,0.85,"Moderate popularity, multiple contributors, CI/CD, good documentation, and sustained activity.",2
nigechan-dev/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
onyx-dot-app/onyx,"Repository named 'onyx' in Python with very high popularity (29890 stars, 4060 forks). Maintained by a large community of 181 contributors, 8220 total commits (45.4 per contributor). 202 releases, 399 open issues. It has CI/CD workflows, has a README of 6039 characters, 14 topics, and is licensed. The project is 3.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
kido-luci/flutter-starter-template-simple-backend,"Repository named 'flutter-starter-template-simple-backend' in Go with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 3 total commits (3.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2911 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named as a template, has a simple structure, and lacks features typical of a production-ready project, but is actively maintained.",4
ultralytics/ultralytics,"Repository named 'ultralytics' in Python with very high popularity (57761 stars, 11083 forks). Maintained by a large community of 358 contributors, 4030 total commits (11.3 per contributor). 384 releases, 316 open issues. It has CI/CD workflows, has a README of 34191 characters, 20 topics, and is licensed. The project is 3.7 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with high popularity, sustained activity, and robust engineering practices.",3
justoneapi/justoneapi-python,"Repository named 'justoneapi-python' in Python with moderate popularity (164 stars, 11 forks). Maintained by a small team of 2 contributors, 18047 total commits (9023.5 per contributor). 30 releases, 0 open issues. It has CI/CD workflows, has a README of 52940 characters, 20 topics, and is licensed. The project is 0.9 years old and currently active (last push 0 days ago).",senior,0.9,"CI/CD workflows, moderate popularity, sustained activity, good documentation, and multiple contributors.",2
casey/boilerplate,"Repository named 'boilerplate' in Rust with low popularity (77 stars, 7 forks). Maintained by a small team of 2 contributors, 61 total commits (30.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2860 characters, 2 topics, and is licensed. The project is 3.8 years old and currently active (last push 2 days ago).",template,0.8,"low popularity, presence of CI/CD, and a large README suggest a reusable boilerplate project",4
GradientHQ/parallax,"Repository named 'parallax' in Python with high popularity (1301 stars, 138 forks). Maintained by a team of 26 contributors, 437 total commits (16.8 per contributor). 4 releases, 31 open issues. It has CI/CD workflows, has a README of 8914 characters, 17 topics, and is licensed. The project is 0.7 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, good documentation, and CI/CD workflows.",3
Thompson-Software/next-starter-template,"Repository named 'next-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2 total commits (2.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2719 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal popularity, and lack of CI/CD and tests.",4
larsiusprime/openavmkit,"Repository named 'openavmkit' in Python with low popularity (72 stars, 20 forks). Maintained by a team of 8 contributors, 752 total commits (94.0 per contributor). 14 releases, 34 open issues. It has CI/CD workflows, has a README of 3607 characters, no topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and a well-maintained README indicate a high level of engineering maturity.",2
bvuz/Django-Multi-Tenant-SaaS-Starter-Template,"Repository named 'Django-Multi-Tenant-SaaS-Starter-Template' in Python with low popularity (4 stars, 0 forks). Maintained by a small team of 2 contributors, 10 total commits (5.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4842 characters, 13 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago).",template,0.8,"Repository is named as a starter template, has a large README, and is licensed, indicating its value is in being reusable.",4
NVIDIA/Model-Optimizer,"Repository named 'Model-Optimizer' in Python with high popularity (2786 stars, 413 forks). Maintained by a large community of 73 contributors, 833 total commits (11.4 per contributor). 36 releases, 227 open issues. It has CI/CD workflows, has a README of 16354 characters, no topics, and is licensed. The project is 2.1 years old and currently active (last push 0 days ago).",lead,0.9,"Large, mature, multi-contributor repository with sustained activity, CI/CD, and good documentation.",3
DRACOSFN/Turborepo-Fullstack-Starter-Template,"Repository named 'Turborepo-Fullstack-Starter-Template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 8 total commits (4.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5170 characters, 18 topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests it's a template, and it has a large README with 18 topics, indicating it's meant to be reusable.",4
CharlesPikachu/paperdl,"Repository named 'paperdl' in Python with low popularity (55 stars, 9 forks). Maintained by a single contributor, 57 total commits (57.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 11848 characters, 10 topics, and is licensed. The project is 4.3 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, active maintenance, and a comprehensive README suggest a high level of engineering maturity, despite the low popularity and single contributor.",2
plotly/dash-component-boilerplate,"Repository named 'dash-component-boilerplate' in Python with moderate popularity (293 stars, 196 forks). Maintained by a team of 31 contributors, 272 total commits (8.8 per contributor). 0 releases, 54 open issues. It has CI/CD workflows, has a README of 4652 characters, 3 topics, and is no license. The project is 7.8 years old and currently active (last push 15 days ago).",template,0.8,"High number of contributors, moderate popularity, and presence of CI/CD workflows suggest a reusable template, but lack of releases and unclear license are notable drawbacks.",4
rozenmd/astro-blog-starter-template9,"Repository named 'astro-blog-starter-template9' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named as a template, has a single contributor, and a large README, suggesting it's a starter or scaffold project.",4
TencentBlueKing/bamboo-engine,"Repository named 'bamboo-engine' in Python with moderate popularity (172 stars, 64 forks). Maintained by a team of 9 contributors, 332 total commits (36.9 per contributor). 115 releases, 29 open issues. It has CI/CD workflows, has a README of 9150 characters, 5 topics, and is licensed. The project is 4.7 years old and currently active (last push 0 days ago).",senior,0.9,"CI/CD, multiple contributors, sustained activity, good documentation, and a large number of releases.",2
DevUnltd/js-library-boilerplate,"Repository named 'js-library-boilerplate' in JavaScript with moderate popularity (230 stars, 28 forks). Maintained by a team of 7 contributors, 7224 total commits (1032.0 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 3967 characters, 9 topics, and is licensed. The project is 7.6 years old and currently active (last push 0 days ago).",template,0.8,"Moderate popularity, reusable boilerplate, CI/CD, and a large team of contributors suggest a template repository.",4
eclipse-sumo/sumo,"Repository named 'sumo' in Python with high popularity (4013 stars, 1732 forks). Maintained by a large community of 121 contributors, 51761 total commits (427.8 per contributor). 0 releases, 2965 open issues. It has CI/CD workflows, has a README of 5402 characters, 3 topics, and is licensed. The project is 8.6 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, CI/CD, good documentation, and a long history of development.",3
ixartz/Next-js-Boilerplate,"Repository named 'Next-js-Boilerplate' in TypeScript with very high popularity (12958 stars, 2383 forks). Maintained by a team of 36 contributors, 1729 total commits (48.0 per contributor). 168 releases, 4 open issues. It has CI/CD workflows, has a README of 35352 characters, 20 topics, and is licensed. The project is 5.9 years old and currently active (last push 6 days ago).",lead,0.95,"High popularity, large team, many releases, good documentation, and sustained activity.",3
kerem4-ctrl/django-rest-framework-starter-template,"Repository named 'django-rest-framework-starter-template' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 33 total commits (16.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 5451 characters, 15 topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named as a starter template, has a large README, and lacks CI/CD workflows, suggesting it's intended for reuse.",4
NVIDIA/physicsnemo,"Repository named 'physicsnemo' in Python with high popularity (2848 stars, 677 forks). Maintained by a large community of 87 contributors, 985 total commits (11.3 per contributor). 18 releases, 55 open issues. It has CI/CD workflows, has a README of 27262 characters, 6 topics, and is licensed. The project is 3.3 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, broad community, and good engineering practices.",3
ShatakVPN/ConfigForge-V2Ray,"Repository named 'ConfigForge-V2Ray' in Python with moderate popularity (219 stars, 68 forks). Maintained by a small team of 2 contributors, 5541 total commits (2770.5 per contributor). 2 releases, 1 open issues. It has CI/CD workflows, has a README of 7155 characters, 9 topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago).",senior,0.85,"Moderate popularity, CI/CD workflows, good documentation, multiple contributors, and sustained activity.",2
SilentDemonSD/WZML-X,"Repository named 'WZML-X' in Python with high popularity (1441 stars, 2167 forks). Maintained by a team of 17 contributors, 374 total commits (22.0 per contributor). 4 releases, 23 open issues. It has CI/CD workflows, has a README of 8812 characters, 20 topics, and is licensed. The project is 3.7 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, good documentation, and CI/CD workflows.",3
ArcReel/ArcReel,"Repository named 'ArcReel' in Python with high popularity (2395 stars, 521 forks). Maintained by a team of 9 contributors, 509 total commits (56.6 per contributor). 41 releases, 37 open issues. It has CI/CD workflows, has a README of 12318 characters, 16 topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, many releases, good CI/CD, extensive README, and sustained activity.",3
sbt/sbt-boilerplate,"Repository named 'sbt-boilerplate' in Scala with moderate popularity (111 stars, 20 forks). Maintained by a team of 11 contributors, 202 total commits (18.4 per contributor). 2 releases, 7 open issues. It has CI/CD workflows, has a README of 4375 characters, 4 topics, and is licensed. The project is 13.6 years old and currently active (last push 16 days ago).",lead,0.9,"large, mature, multi-contributor, many releases, broad community, sustained activity, good documentation and CI/CD practices",3
basicmachines-co/basic-memory,"Repository named 'basic-memory' in Python with high popularity (3110 stars, 206 forks). Maintained by a team of 20 contributors, 1352 total commits (67.6 per contributor). 83 releases, 74 open issues. It has CI/CD workflows, has a README of 19262 characters, 15 topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, many releases, good documentation, and active maintenance.",3
